SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,15:18:44,5/18/2022,JSG 2022,MS,,3,Central,,0.064449,2.921552,0.063058,3.292267,1.073521,0.995974,5.324086,4.250565,11.771206,12.687722,62.924274,0.441786,PSF-00495_20220518151844,0,0,0,190.508362,226.007217,0.15707,0.5,0.8,115.371826,26.25,24.36,29.29,33.94,84.61,156.7,156.4,0.2,1836,3.924,15:15:05,5/18/2022,-0.03,-0.002,-0.004,0.003,-2.378,-4.59,-10.321,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462814,2.409024,1.659373,0.934435,0.230044,0.0561,0.196249,1.651254,190.508362,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151844,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,15:19:17,5/18/2022,JSG 2022,MS,,4,Central,,0.047538,2.922767,0.046777,2.375327,1.121554,1.065687,5.256393,4.134839,12.594429,13.254667,62.120735,0.441786,PSF-00495_20220518151917,0,0,0,89.27536,108.913422,0.180309,0.5,0.8,119.315331,27.04,25.69,29.53,33.71,84.62,156.8,156.1,0.5,1654,3.923,15:15:05,5/18/2022,-0.03,0.003,-0.001,0.011,-2.44,-4.722,-6.68,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464874,2.410136,1.660638,0.933735,0.227809,0.050241,0.20059,1.498278,89.27536,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151917,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,15:19:43,5/18/2022,JSG 2022,MS,,4,Central,,0.030187,2.921953,0.029878,1.571419,1.05604,1.01903,5.337959,4.281919,12.043635,12.481047,63.08786,0.441786,PSF-00495_20220518151943,0,0,0,199.718353,228.742004,0.126884,0.5,0.8,89.27401,25.18,24.3,29.73,33.98,84.61,156.7,156.1,0.4,1759,3.923,15:15:05,5/18/2022,-0.03,0,0,0.003,-1.702,-4.855,-10.919,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462668,2.407408,1.65979,0.933821,0.226095,0.05138,0.203878,1.586243,199.718353,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518151943,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,15:20:05,5/18/2022,JSG 2022,MS,,4,Central,,0.097672,2.922599,0.094513,4.177595,0.991,0.89259,4.606973,3.615973,10.549924,11.713086,54.45192,0.441786,PSF-00495_20220518152005,0,0,0,255.388138,356.859314,0.284345,0.5,0.8,208.115967,23.41,21.08,29.89,31.37,84.61,156.8,156.5,0.2,1830,3.92,15:15:05,5/18/2022,-0.03,-0.003,0,0.001,-8.227,-0.337,-25.531,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.457531,2.404777,1.660462,0.934686,0.224634,0.017139,0.206645,1.645762,255.388138,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152005,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,15:23:19,5/18/2022,JSG 2022,MS,,1,South,,0.048572,2.922409,0.047778,2.349581,0.794829,0.739345,4.817347,4.022518,8.739092,9.394915,56.941284,0.441786,PSF-00495_20220518152319,0,0,0,87.981819,142.017242,0.380485,0.5,0.8,244.80864,17.98,16.72,30.65,32.16,84.6,156.8,154.9,1.2,1609,3.919,15:15:05,5/18/2022,-0.03,0.001,0,-9999,-1.038,-2.694,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450293,2.396475,1.660264,0.930789,0.218035,0.017616,0.229281,1.459793,87.981819,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152319,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,15:24:00,5/18/2022,JSG 2022,MS,,1,South,,0.072541,2.922278,0.070784,2.813825,0.81599,0.749537,4.08252,3.266531,8.857529,9.642818,48.244484,0.441786,PSF-00495_20220518152400,0,0,0,114.863991,354.380249,0.675874,0.5,0.8,421.881287,18.33,16.83,30.77,29.26,84.62,156.8,155.8,0.6,1561,3.918,15:15:05,5/18/2022,-0.03,0.002,0.001,0.002,-1.279,-2.982,-11.536,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450467,2.397004,1.660129,0.933,0.216968,-0.018707,0.234188,1.419425,114.863991,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152400,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,15:24:22,5/18/2022,JSG 2022,MS,,1,South,,0.017522,2.924023,0.017417,0.72946,0.782625,0.765419,4.221198,3.438572,9.047019,9.250398,49.893299,0.441786,PSF-00495_20220518152422,0,0,0,115.581749,310.918091,0.628257,0.5,0.8,393.026093,17.52,17.13,30.83,29.84,84.6,157,155.9,0.7,1564,3.917,15:15:05,5/18/2022,-0.03,0.001,0,-9999,-0.049,-1.144,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450962,2.395746,1.66195,0.933132,0.216469,-0.012536,0.236804,1.422326,115.581749,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152422,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,15:25:02,5/18/2022,JSG 2022,MS,,1,South,,0.100228,2.92233,0.096905,4.029405,0.819359,0.724224,4.232347,3.412988,8.559936,9.68438,50.024044,0.441786,PSF-00495_20220518152502,0,0,0,192.737457,389.688843,0.505407,0.5,0.8,313.507172,18.22,16.11,30.94,29.88,84.61,156.8,156.4,0.2,1551,3.916,15:15:05,5/18/2022,-0.03,0.001,-0.001,0.002,-5.844,-4.094,1.139,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449233,2.396832,1.660182,0.93458,0.215514,-0.013343,0.241269,1.41124,192.737457,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152502,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,15:26:11,5/18/2022,JSG 2022,MS,,2,South,,0.016266,2.922584,0.016176,0.65919,0.765796,0.750223,4.11475,3.348954,8.865602,9.049635,48.625206,0.441786,PSF-00495_20220518152611,0,0,0,101.988312,415.2099,0.754369,0.5,0.8,23.364523,16.89,16.55,31.09,29.4,84.62,156.8,156.1,0.5,77,3.916,15:25:45,5/18/2022,0.2,0.001,0,-9999,0.032,0.121,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44996,2.394386,1.660447,0.933764,0.214283,-0.020905,0.248718,0.172862,101.988312,0.000324,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152611,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,15:26:48,5/18/2022,JSG 2022,MS,,2,South,,0.056262,2.922452,0.0552,2.097679,0.868527,0.819022,3.992131,3.123603,9.678054,10.263032,47.173389,0.441786,PSF-00495_20220518152648,0,0,0,94.799637,386.484497,0.754713,0.5,0.8,26.683176,19.13,18.04,31.11,28.87,84.63,156.8,156.1,0.5,88,3.915,15:25:45,5/18/2022,0.2,0.001,-0.001,-9999,-0.343,-0.26,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452447,2.397866,1.660309,0.933632,0.214099,-0.027344,0.252418,0.182072,94.799637,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152648,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,15:27:12,5/18/2022,JSG 2022,MS,,2,South,,0.103333,2.922235,0.099803,4.076775,0.849764,0.753517,4.203346,3.353582,8.904132,10.04147,49.669971,0.441786,PSF-00495_20220518152712,0,0,0,92.106697,360.105865,0.744223,0.5,0.8,17.864906,18.72,16.6,31.11,29.77,84.63,156.8,156.1,0.5,60,3.914,15:25:45,5/18/2022,0.2,0,0,-9999,-0.16,-0.24,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450042,2.397225,1.660084,0.933654,0.214078,-0.016814,0.254736,0.158221,92.106697,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152712,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,15:27:41,5/18/2022,JSG 2022,MS,,3,South,,0.008007,2.925717,0.007985,0.448496,0.865351,0.854794,5.441354,4.576003,10.101083,10.225835,64.300369,0.441786,PSF-00495_20220518152741,0,0,0,96.929314,120.100021,0.192928,0.5,0.8,106.039383,19.03,18.8,31.14,34.33,84.62,157.2,147.1,6.5,1374,3.914,15:25:45,5/18/2022,0.2,0.001,0,-9999,0.66,-0.997,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.453693,2.39771,1.663725,0.911216,0.213868,0.038542,0.257732,1.262728,96.929314,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152741,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,15:28:02,5/18/2022,JSG 2022,MS,,3,South,,0.030396,2.922385,0.030083,1.58856,0.916611,0.879154,5.221763,4.305151,10.392169,10.834937,61.724606,0.441786,PSF-00495_20220518152802,0,0,0,115.304947,161.635635,0.286637,0.5,0.8,180.20105,20.11,19.29,31.18,33.59,84.6,156.8,155.9,0.6,1572,3.913,15:25:45,5/18/2022,0.2,0.002,0.003,0.002,-1.664,-4.18,-11.663,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.454484,2.399352,1.660239,0.93321,0.213489,0.028782,0.260124,1.428823,115.304947,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152802,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,15:28:27,5/18/2022,JSG 2022,MS,,3,South,,0.076423,2.923257,0.074476,2.992651,0.86748,0.796909,4.1664,3.29892,9.41811,10.252145,49.239784,0.441786,PSF-00495_20220518152827,0,0,0,108.678459,370.408051,0.706598,0.5,0.8,29.00322,18.97,17.43,31.24,29.61,84.61,156.9,153.3,2.3,103,3.913,15:25:45,5/18/2022,0.2,0,-0.001,-0.002,-1.389,-3.299,-13.847,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451415,2.397605,1.661149,0.926803,0.213015,-0.020162,0.263011,0.19403,108.678459,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152827,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
40,15:28:52,5/18/2022,JSG 2022,MS,,4,South,,0.062405,2.922283,0.0611,3.191643,0.807384,0.732028,5.072577,4.265193,8.653605,9.544422,59.965034,0.441786,PSF-00495_20220518152852,0,0,0,156.709671,244.485855,0.359024,0.5,0.8,241.216263,17.59,15.95,31.3,33.07,84.59,156.8,134.4,14.2,1680,3.872,15:25:45,5/18/2022,0.2,-0.003,-0.003,0.002,-2.37,-4.297,-13.992,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.448939,2.395468,1.660133,0.88049,0.212486,0.020922,0.26586,1.519586,156.709671,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152852,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
41,15:29:11,5/18/2022,JSG 2022,MS,,4,South,,0.04126,2.92315,0.040686,1.941617,0.950529,0.904792,4.849379,3.89885,10.695168,11.235794,57.322449,0.441786,PSF-00495_20220518152911,0,0,0,138.428802,276.270386,0.498937,0.5,0.8,322.813599,20.63,19.64,31.37,32.27,84.6,156.9,155.7,0.7,1618,3.912,15:25:45,5/18/2022,0.2,0.003,0.002,0.008,-0.97,-3.385,-10.933,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.455034,2.400126,1.661037,0.932809,0.211905,0.010265,0.268357,1.467337,138.428802,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152911,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
42,15:29:34,5/18/2022,JSG 2022,MS,,4,South,,0.140216,2.92245,0.133797,5.338122,1.059499,0.933825,4.327929,3.26843,11.036165,12.521409,51.148487,0.441786,PSF-00495_20220518152934,0,0,0,134.89151,379.122742,0.644201,0.5,0.8,325.864075,22.88,20.17,31.46,30.27,84.61,156.8,155.9,0.6,1265,3.912,15:25:45,5/18/2022,0.2,-0.002,-0.002,-0.004,-0.657,-1.909,-6.199,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.455889,2.403498,1.660308,0.933172,0.211197,-0.01492,0.271132,1.170714,134.89151,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152934,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
43,15:29:49,5/18/2022,JSG 2022,MS,,4,South,,0.065739,2.922345,0.064293,3.471567,0.911682,0.829816,5.311727,4.400045,9.808724,10.776419,62.786556,0.441786,PSF-00495_20220518152949,0,0,0,125.855682,168.077591,0.251205,0.5,0.8,183.676788,19.63,17.86,31.51,33.89,84.6,156.8,149.9,4.4,1828,3.911,15:25:45,5/18/2022,0.2,0.003,0.003,-9999,-1.783,-4.107,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452114,2.398587,1.660198,0.918312,0.210715,0.028524,0.272884,1.644227,125.855682,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518152949,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,16:59:39,5/18/2022,JSG 2022,MS,,1,North,,0.035087,2.921216,0.034671,1.400958,0.65807,0.624933,3.97973,3.321661,7.393665,7.78571,47.084724,0.441786,PSF-00495_20220518165939,0,0,0,122.278336,439.868317,0.722011,0.5,0.8,29.117325,14.93,14.18,30.59,28.82,84.52,156.6,139.4,11,101,3.911,16:58:58,5/18/2022,0.22,0,-0.001,-9999,2.344,4.988,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445978,2.39128,1.659023,0.89255,0.218519,-0.021733,0.125773,0.192521,122.278336,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518165939,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,17:00:02,5/18/2022,JSG 2022,MS,,1,North,,0.031147,2.923739,0.030819,1.240015,0.689107,0.659846,3.995711,3.306605,7.806605,8.152791,47.273094,0.441786,PSF-00495_20220518170002,0,0,0,98.162773,392.690765,0.750025,0.5,0.8,32.403305,15.67,15.01,30.55,28.89,84.52,157,137.9,12.2,108,3.911,16:58:58,5/18/2022,0.22,0,0,-9999,0.111,0.213,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447395,2.392463,1.661652,0.888699,0.218846,-0.020464,0.129321,0.198562,98.162773,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170002,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,17:00:40,5/18/2022,JSG 2022,MS,,1,North,,0.015399,2.922988,0.015319,0.620309,0.671404,0.656756,3.999129,3.327726,7.770925,7.944241,47.318855,0.441786,PSF-00495_20220518170040,0,0,0,100.78418,399.267914,0.747578,0.5,0.8,29.784222,15.33,15,30.48,28.9,84.51,156.9,127.6,18.7,100,3.91,16:58:58,5/18/2022,0.22,0.001,0.002,-9999,0.052,0.048,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447384,2.391923,1.660869,0.864078,0.219454,-0.019444,0.13501,0.191498,100.78418,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170040,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,17:01:11,5/18/2022,JSG 2022,MS,,2,North,,0.05636,2.922068,0.055293,2.158609,0.823125,0.772201,4.028213,3.205088,9.135769,9.738241,47.657055,0.441786,PSF-00495_20220518170111,0,0,0,102.172493,397.51767,0.742974,0.5,0.8,25.634497,18.84,17.68,30.43,29.03,84.53,156.7,156.2,0.4,86,3.91,16:58:58,5/18/2022,0.22,0.002,0.002,-9999,-0.276,-0.555,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451906,2.397447,1.659909,0.933944,0.21986,-0.017405,0.1394,0.18028,102.172493,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170111,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,17:01:29,5/18/2022,JSG 2022,MS,,2,North,,0.090882,2.921395,0.08814,3.192173,0.819027,0.743684,3.796417,2.977389,8.799166,9.690625,44.918705,0.441786,PSF-00495_20220518170129,0,0,0,106.044533,424.914825,0.750433,0.5,0.8,23.68376,18.77,17.04,30.42,28.01,84.52,156.7,155.1,1,79,3.909,16:58:58,5/18/2022,0.22,-0.001,-0.002,-9999,0.497,1.209,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450849,2.397333,1.659209,0.931165,0.220016,-0.029166,0.141886,0.174097,106.044533,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170129,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,17:01:48,5/18/2022,JSG 2022,MS,,2,North,,0.046195,2.920816,0.045475,1.815065,0.773022,0.730139,4.050096,3.277074,8.638988,9.146381,47.920631,0.441786,PSF-00495_20220518170148,0,0,0,99.18988,407.393585,0.756526,0.5,0.8,23.012218,17.73,16.75,30.4,29.12,84.52,156.6,156,0.4,76,3.908,16:58:58,5/18/2022,0.22,-0.002,-0.004,-9999,-0.028,0.034,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450358,2.395725,1.658608,0.933496,0.220165,-0.015879,0.14449,0.171697,99.18988,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170148,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,17:02:30,5/18/2022,JSG 2022,MS,,3,North,,0.064411,2.92193,0.063022,2.594724,0.761261,0.700007,4.139816,3.378555,8.283079,9.007885,48.985825,0.441786,PSF-00495_20220518170230,0,0,0,126.340271,311.71524,0.594693,0.5,0.8,201.971893,17.43,16.03,30.43,29.5,84.51,156.7,156.4,0.2,849,3.907,16:58:58,5/18/2022,0.22,-0.003,-0.004,-0.001,2.347,3.414,-3.603,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449143,2.395251,1.659766,0.934595,0.219886,-0.011771,0.150669,0.821436,126.340271,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170230,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,17:02:51,5/18/2022,JSG 2022,MS,,3,North,,0.072989,2.922428,0.071211,3.104289,0.769037,0.695791,4.341632,3.572596,8.233331,9.100057,51.37479,0.441786,PSF-00495_20220518170251,0,0,0,145.91861,255.04303,0.427867,0.5,0.8,147.999512,17.58,15.9,30.46,30.33,84.51,156.8,156.1,0.5,865,3.907,16:58:58,5/18/2022,0.22,0,-0.001,0.003,-3.209,-3.166,-13.659,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.448925,2.395473,1.660284,0.933647,0.219595,-0.002305,0.153801,0.834627,145.91861,0.000325,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170251,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,17:03:06,5/18/2022,JSG 2022,MS,,3,North,,0.082147,2.922897,0.079901,3.363883,0.796794,0.717471,4.24879,3.451996,8.489073,9.427617,50.271423,0.441786,PSF-00495_20220518170306,0,0,0,95.249893,209.452637,0.545244,0.5,0.8,205.908493,18.17,16.36,30.5,29.95,84.52,156.8,156.3,0.4,944,3.906,16:58:58,5/18/2022,0.22,-0.005,-0.004,-9999,0.335,1.588,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449702,2.396401,1.660773,0.934261,0.219286,-0.007235,0.155914,0.901331,95.249893,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170306,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,17:03:41,5/18/2022,JSG 2022,MS,,4,North,,0.119394,2.922,0.114707,4.599005,0.807204,0.698699,4.097269,3.290065,8.267478,9.551382,48.481644,0.441786,PSF-00495_20220518170341,0,0,0,109.230278,216.356628,0.495138,0.5,0.8,158.485519,18.34,15.87,30.57,29.32,84.51,156.7,155.1,1.1,800,3.906,16:58:58,5/18/2022,0.22,0.001,0.002,-0.003,0.672,-0.392,11.595,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.448865,2.396648,1.659839,0.931195,0.218675,-0.015576,0.160938,0.780377,109.230278,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170341,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
